"RingNR","Year","GroupID","Trial_day","TrialID","Tag.ID","Well_distribution","Observer_ID","TrialNR_feeder","TrialNR_Indiv","Flock","AviaryNR","Trial_Idcode","Sex","Barcode","Weight_IN","Weight_OUT","Unbaited_visits_dur","Unbaited_visits_n","Baited_visits_dur","Baited_visits_n","Search_finds_visits_dur","Search_finds_visits_n","SF_visits_dur","SF_visits_n","Revisit_prod_dur","Revisits_prod_n","Join_visits_dur","Join_visits_n","Join_visits_NL_dur","Join_visits_NL_n","Join_FS_visits_dur","Join_FS_visits_n","Join_FL_visits_dur","Join_FL_visits_n","Join_BS_visits_dur","Join_BS_visits_n","Join_BL_visits_dur","Join_BL_visits_n","Join_latent_visits_dur","Join_latent_visits_n","Baited_visits_n2","Baited_visits_duration2","Join_visits_n2","Join_visits_duration2","Join_revisits_n2","Join_revisits_duration2","SF_visits_n2","SF_visits_duration2","Prim_prd_visits_n","Prim_prd_visits_duration","Secondary_visits_n","Secondary_visits_duration","Dir_scr_visits_n","Dir_scr_visits_duration","Vac_scr_visits_n","Vac_scr_visits_duration","Prim_prd_revisits_n","Prim_prd_revisits_duration","Dir_scr_revisits_n","Dir_scr_revisits_duration","Vac_scr_revisits_n","Vac_scr_revisits_duration","Time_spent_baited_wells","Total_feeds_RFID","Producing_feeds_RFID","Scrounging_feeds_RFID","SF_feeds_RFID","Producing_feeds_RFID2","Scrounging_feeds_RFID2","SF_feeds_RFID2","Activity_visits","Activity_distance","Board_time","Exploration1","Exploration2","Latency","Arrival_order","Trial_indiv_index","Avg_dist_1.2","Avg_dist_1.3","Avg_dist_2.3","Prd_rate","Scr_rate","Indiv_index","Opponent1_ID","Opponent2_ID","Opponent_producing_sum","Opponent_scrounging_sum","Opponent_producing_dur_sum","Opponent_scrounging_dur_sum","Opponent_producing_rate_sum","Opponent_scrounging_rate_sum","Opponent1_producing","Opponent2_producing","Opponent1_scrounging","Opponent2_scrounging","Opponent1_producing_dur","Opponent2_producing_dur","Opponent1_scrounging_dur","Opponent2_scrounging_dur","Opponent1_producing_rate","Opponent2_producing_rate","Opponent1_scrounging_rate","Opponent2_scrounging_rate","Opponent1_primary_producing","Opponent2_primary_producing","Opponent1_secondary_visits","Opponent2_secondary_visits","Opponent1_primary_producing_dur","Opponent2_primary_producing_dur","Opponent1_secondary_visits_dur","Opponent2_secondary_visits_dur","Opponent_primary_producing_sum","Opponent_secondary_visit_rate_sum","Opponent1_direct_scrounging","Opponent2_direct_scrounging","Opponent1_vacant_scrounging","Opponent2_vacant_scrounging","Opponent1_primary_producing_revisits","Opponent2_primary_producing_revisits","Opponent1_direct_scrounging_revisits","Opponent2_direct_scrounging_revisits","Opponent1_vacant_scrounging_revisits","Opponent2_vacant_scrounging_revisits","Opponent1_primary_producing_total_duration","Opponent2_primary_producing_total_duration","Opponent1_direct_scrounging_total_duration","Opponent2_direct_scrounging_total_duration","Opponent1_vacant_scrounging_total_duration","Opponent2_vacant_scrounging_total_duration","Focal_ID_index","Opponent1_ID_index","Opponent2_ID_index","TrialID_index","Group_index","Flock_index","Well_dist_index","MC_Opponent_scrounging_sum","Year_bin","Grp_tr_b4","Trial_day_bin","Prop_PS","Prop_PS2","Total_events","bmr_YN","Recapture_YN","Retested"
"8P14996","2023",54,2,"918_1","000724BF5E","4down","CdG",3,4,"Flenstad",2,"H","M","Ghost",30.5,"29",11.731,5,100.835,9,11.571,2,89.264,7,0,0,3.055,1,0,0,0,0,0.522,1,0,0,0,0,3.055,1,9,100.835,1,3.055,1,7.323,7,89.264,1,32.814,8,68.021,0,0,1,6.553,5,49.897,0,0,0,0,146.57,31,21,0,19,21,2,19,60,1362.00367861029,219.989,11,6,298.470000000001,3,1,26.1895805068046,22.8966311579574,18.3432567787573,0.458363827282273,0.0138870579892631,96,"8P31179","8P31183",3,6,71.095,370.422,0.370424705909914,0.981120711770783,2,1,1,5,46.141,24.954,13.401,357.021,0.308103740701665,0.0623209652082485,0.0894843681138904,0.891636343656893,1,0,1,1,18.857,0,27.284,24.954,18.857,52.238,0,0,1,1,1,1,0,0,2,2,32.258,32.258,0,0,79.804,79.804,96,219,220,1955,53,1,13,-0.938407611417126,1,1,0,0.1,0.1,10,0,1,0
"8P31179","2023",54,2,"918_1","000724CD8F","4down","CdG",3,4,"Flenstad",2,"G","M","Yoga",28.3,"25.9",9.062,5,46.141,2,18.857,1,27.284,1,52.52,2,13.401,1,13.401,1,0,0,0,0,13.401,1,0,0,0,0,2,46.141,1,13.401,0,0,1,27.284,1,18.857,1,27.284,0,0,1,27.284,1,13.401,0,0,2,52.52,119.324,25,21,2,5,9,2,5,29,608.047227743543,149.758,6,2,182.150000000001,2,2,26.1895805068046,24.3308107872515,18.8620489531741,0.308103740701665,0.0894843681138904,219,"8P31183","8P14996",10,6,125.789,360.076,0.520684792490522,0.905523401646156,1,9,5,1,24.954,100.835,357.021,3.055,0.0623209652082485,0.458363827282273,0.891636343656893,0.0138870579892631,0,1,1,8,0,32.814,24.954,68.021,32.814,92.975,2,2,0,0,0,0,4,4,0,0,0,0,381.975,381.975,0,0,219,220,96,1955,53,1,13,-0.938407611417126,1,1,0,0.333333333333333,0.333333333333333,3,0,0,0
"8P31183","2023",54,2,"918_1","000724F7AE","4down","CdG",3,4,"Flenstad",2,"K","F","J",29.1,"26.6",10.78,3,24.954,1,0,0,24.954,1,210.537,1,357.021,5,146.484,4,50.709,2,0,0,74.727,1,0,0,210.537,1,1,24.954,5,357.021,1,24.954,1,24.954,0,0,1,24.954,2,80.026,0,0,0,0,4,301.949,0,0,381.975,82,50,76,5,5,82,5,14,235.922529623638,400.411,6,3,156.010000000002,1,3,27.0507819367688,22.8966311579574,18.8620489531741,0.0623209652082485,0.891636343656893,220,"8P14996","8P31179",11,2,146.976,16.456,0.766467567983938,0.103371426103154,9,2,1,1,100.835,46.141,3.055,13.401,0.458363827282273,0.308103740701665,0.0138870579892631,0.0894843681138904,1,1,8,1,32.814,18.857,68.021,27.284,51.671,95.305,0,0,1,1,5,5,0,0,0,0,82.711,82.711,0,0,6.553,6.553,220,96,219,1955,53,1,13,-4.93840761141713,1,1,0,0.833333333333333,0.833333333333333,6,0,0,0
"8P11558","2023",54,2,"918_3","000724CC0F","4up","CdG",3,4,"Flenstad",2,"I","M","Footballer",30.2,"28",8.05,5,235.738,20,6.11,1,229.628,19,10.436,1,53.548,6,39.647,3,0,0,6.663,2,0,0,0,0,13.901,3,20,235.738,6,53.548,1,8.422,19,229.628,2,84.748,18,150.99,1,6.099,0,0,12,119.753,7,68.547,0,0,391.13,84,52,11,49,50,13,49,160,4068.8981674729,570.108,13,8,57.8000000000029,1,1,32.7371383849776,29.9780464196452,30.7412589261989,0.413497091779102,0.0939260631318978,47,"8P26898","8P14994",9,4,128.906,84.164,0.542235560902069,0.316017085378014,7,2,3,1,102.237,26.669,25.214,58.95,0.449411185497448,0.0928243754046209,0.110835153918177,0.205181931459837,1,0,6,2,21.135,0,81.102,26.669,21.135,107.771,1,1,1,1,5,5,1,1,1,1,103.944,103.944,16.705,16.705,20.309,20.309,47,127,95,1956,53,1,14,-2.93840761141713,1,1,0,0.230769230769231,0.230769230769231,26,0,0,0
"8P14994","2023",54,2,"918_3","000724DE7B","4up","CdG",3,4,"Flenstad",2,"L","F","Water_faucet",28,"28.2",13.673,6,26.669,2,0,0,26.669,2,57.399,3,58.95,1,58.95,1,58.95,1,0,0,0,0,0,0,0,0,2,26.669,1,58.95,0,0,2,26.669,0,0,2,26.669,1,58.95,1,14.155,0,0,4,69.913,1,69.919,239.717,51,18,12,5,5,12,5,72,2172.50927163334,287.306,9,2,91.5400000000009,2,3,32.2941407245245,29.9780464196452,32.2761221568336,0.0928243754046209,0.205181931459837,95,"8P11558","8P26898",27,9,337.975,78.762,0.86290827727655,0.204761217050075,20,7,6,3,235.738,102.237,53.548,25.214,0.413497091779102,0.449411185497448,0.0939260631318978,0.110835153918177,2,1,18,6,84.748,21.135,150.99,81.102,105.883,232.092,1,1,0,0,12,12,7,7,0,0,204.501,204.501,74.646,74.646,0,0,95,47,127,1956,53,1,14,2.06159238858287,1,1,0,0.333333333333333,0.333333333333333,3,0,1,0
"8P26898","2023",54,2,"918_3","000724CD88","4up","CdG",3,4,"Flenstad",2,"J","F","Lemur",28.4,"27.1",10.55,4,102.237,7,9.228,1,93.009,6,0,0,25.214,3,10.914,2,0,0,2.444,3,7.477,1,0,0,14.3,1,7,102.237,3,25.214,1,21.135,6,93.009,1,21.135,6,81.102,1,7.477,1,9.857,5,82.809,1,9.228,1,10.452,159.114,34,21,5,19,21,9,19,60,1943.06700641098,227.491,14,5,92.0899999999965,3,2,32.7371383849776,29.3898026957392,32.2761221568336,0.449411185497448,0.110835153918177,127,"8P14994","8P11558",22,7,262.407,112.498,0.506321467183722,0.299107994591735,2,20,1,6,26.669,235.738,58.95,53.548,0.0928243754046209,0.413497091779102,0.205181931459837,0.0939260631318978,0,2,2,18,0,84.748,26.669,150.99,84.748,177.659,1,1,1,1,0,0,4,4,1,1,0,0,128.863,128.863,84.074,84.074,127,95,47,1956,53,1,14,0.0615923885828744,1,1,0,0.3,0.3,10,0,1,1
"8P11558","2023",54,2,"919_2","000724CC0F","6down","CdG",3,5,"Flenstad",2,"I","M","Footballer",30.2,"28",14.887,7,47.884,6,32.31,4,15.574,2,0,0,4.456,1,0,0,0,0,0,0,0,0,0,0,4.456,1,6,47.884,1,4.456,0,0,2,15.574,1,11.122,5,36.762,0,0,1,8.102,1,7.101,0,0,1,7.472,112.871,24,10,0,3,10,0,3,140,4083.39693005646,264.776,16,9,99.4199999999983,2,1,43.1259888291194,39.2479222441528,33.1769285568508,0.180847206695471,0.0168293198779346,47,"8P26898","8P31179",13,2,287.778,10.903,1.2865354125257,0.0507664437270481,9,4,1,1,189.712,98.066,6.723,4.18,0.566526014650505,0.720009397875199,0.0200765075298102,0.0306899361972379,1,1,8,3,99.62,36.232,90.092,61.834,135.852,151.926,0,0,0,0,9,9,0,0,0,0,210.675,210.675,0,0,0,0,47,127,219,1957,53,1,26,-4.93840761141713,1,1,0,0.142857142857143,0.142857142857143,7,0,0,0
"8P26898","2023",54,2,"919_2","000724CD88","6down","CdG",3,5,"Flenstad",2,"J","F","Lemur",28.4,"27.1",6.492,3,189.712,9,6.945,1,182.767,8,21.185,1,6.723,1,6.723,1,0,0,0,0,0,0,0,0,0,0,9,189.712,1,6.723,0,0,8,182.767,1,99.62,8,90.092,0,0,0,0,9,111.055,0,0,0,0,243.85,52,45,1,39,40,1,39,60,1441.62632131879,334.869,6,4,63.6600000000035,1,2,43.1259888291194,46.1143782672461,36.7245490526948,0.566526014650505,0.0200765075298102,127,"8P31179","8P11558",10,2,145.95,8.636,0.90085660457067,0.0475192560751725,4,6,1,1,98.066,47.884,4.18,4.456,0.720009397875199,0.180847206695471,0.0306899361972379,0.0168293198779346,1,1,3,5,36.232,11.122,61.834,36.762,47.354,98.596,0,0,1,1,2,2,0,0,0,0,47.89,47.89,0,0,50.176,50.176,127,219,47,1957,53,1,26,-4.93840761141713,1,1,0,0.1,0.1,10,0,1,1
"8P31179","2023",54,2,"919_2","000724CD8F","6down","CdG",3,5,"Flenstad",2,"G","M","Yoga",28.3,"25.9",3.006,1,98.066,4,5.518,1,92.548,3,0,0,4.18,1,4.18,1,0,0,0,0,0,0,0,0,0,0,4,98.066,1,4.18,0,0,3,92.548,1,36.232,3,61.834,0,0,1,50.176,2,11.658,0,0,0,0,108.402,23,21,0,19,21,0,19,27,674.039817995987,136.201,5,2,543.300000000003,3,3,43.5633586877293,39.2479222441528,36.7245490526948,0.720009397875199,0.0306899361972379,219,"8P11558","8P26898",15,2,237.596,11.179,0.747373221345976,0.0369058274077447,6,9,1,1,47.884,189.712,4.456,6.723,0.180847206695471,0.566526014650505,0.0168293198779346,0.0200765075298102,1,1,5,8,11.122,99.62,36.762,90.092,110.742,126.854,0,0,1,1,1,1,0,0,1,1,18.223,18.223,0,0,15.574,15.574,219,47,127,1957,53,1,26,-4.93840761141713,1,1,0,0.2,0.2,5,0,0,0
"8P26807","2022",5,2,"91_2","000724DA0F","6up","RW",5,7,"Flenstad",2,"C","F","Lemur",29.6,"30.1",9.1160000000018,4,226.857000000004,9,21.3389999999999,1,205.518000000004,8,0,0,50.5899999999965,2,18.5829999999987,1,18.5829999999987,1,2.26599999999598,2,0,0,0,0,32.0069999999978,1,9,226.857000000004,2,50.5899999999965,0,0,8,205.518000000004,1,145.268000000004,8,81.5889999999999,0,0,2,29.8130000000019,5,67.4760000000024,0,0,3,34.8899999999921,305.124000000011,65,48,10,44,48,10,44,61,1819.13006926936,371.378999999994,15,7,8.91500000000087,1,3,21.024436189856,24.7932186160288,30.3224692855736,0.610850371184175,0.136222026555075,102,"8P26899","8P26892",15,4,346.091000000008,86.5790000000125,1.32746728094404,0.220034296006712,7,8,3,1,187.035000000004,159.056000000004,83.5220000000118,3.0570000000007,0.455191497543146,0.872275783400891,0.203269464313113,0.0167648316935989,1,2,6,6,16.8839999999982,52.5149999999994,170.151000000005,106.541000000005,69.3989999999976,276.69200000001,2,2,1,1,1,1,5,5,6,6,25.4830000000002,25.4830000000002,178.28300000001,178.28300000001,142.586000000003,142.586000000003,102,128,122,1941,5,1,27,-2.93840761141713,0,0,1,0.181818181818182,0.181818181818182,11,1,0,0
"8P26892","2022",5,2,"91_2","000724D4F1","6up","RW",5,7,"Flenstad",2,"F","F","Ghost",30.3,"30.1",1.23099999999977,1,159.056000000004,8,24.3900000000067,2,134.665999999997,6,0,0,3.0570000000007,1,3.0570000000007,1,0,0,5.4719999999943,3,0,0,0,0,0,0,8,159.056000000004,1,3.0570000000007,1,34.9019999999946,6,134.665999999997,2,52.5149999999994,6,106.541000000005,0,0,1,18.6300000000047,3,59.9009999999979,0,0,1,21.2330000000002,178.084999999992,38,34,0,28,34,8,28,24,398.098883242286,182.345999999983,4,4,35.0520000000033,3,2,25.7904667533671,21.2097498488782,30.3224692855736,0.872275783400891,0.0167648316935989,122,"8P26807","8P26899",16,5,413.892000000008,134.112000000008,1.06604186872732,0.339491490868189,9,7,2,3,226.857000000004,187.035000000004,50.5899999999965,83.5220000000118,0.610850371184175,0.455191497543146,0.136222026555075,0.203269464313113,1,1,8,6,145.268000000004,16.8839999999982,81.5889999999999,170.151000000005,162.152000000002,251.740000000005,0,0,2,2,5,5,0,0,3,3,212.744000000006,212.744000000006,0,0,64.702999999994,64.702999999994,122,102,128,1941,5,1,27,-1.93840761141713,0,0,1,0.111111111111111,0.111111111111111,9,1,0,0
"8P26899","2022",5,2,"91_2","000724C171","6up","RW",5,7,"Flenstad",2,"A","F","Yoga",29.1,"28.2",6.25599999999394,2,187.035000000004,7,16.8839999999982,1,170.151000000005,6,74.8919999999999,6,83.5220000000118,3,83.5220000000118,3,0,0,0,0,35.0090000000055,2,0,0,0,0,7,187.035000000004,3,83.5220000000118,0,0,6,170.151000000005,1,16.8839999999982,6,170.151000000005,2,62.1750000000102,1,71.5370000000039,1,8.59900000000198,5,116.108,6,71.0489999999991,367.358000000022,78,56,17,36,40,17,36,37,830.727732913041,410.893000000018,11,8,29.8589999999967,2,1,25.7904667533671,24.7932186160288,28.2792067916388,0.455191497543146,0.203269464313113,128,"8P26892","8P26807",17,3,385.913000000008,53.6469999999972,1.48312615458507,0.152986858248674,8,9,1,2,159.056000000004,226.857000000004,3.0570000000007,50.5899999999965,0.872275783400891,0.610850371184175,0.0167648316935989,0.136222026555075,2,1,6,8,52.5149999999994,145.268000000004,106.541000000005,81.5889999999999,197.783000000003,188.130000000005,0,0,1,1,3,3,0,0,1,1,112.415999999997,112.415999999997,0,0,39.8630000000049,39.8630000000049,128,122,102,1941,5,1,27,-3.93840761141713,0,0,1,0.3,0.3,10,1,0,0
"8P14927","2022",5,2,"91_3","000724F707","3down","RW",4,7,"Flenstad",2,"E","M","Footballer",27.6,"27.8",10.4760000000024,4,126.69400000001,9,53.3180000000066,3,73.3760000000039,6,33.7620000000024,1,40.5869999999996,2,20.1560000000027,1,20.1560000000027,1,0,0,0,0,0,0,20.4309999999969,1,9,126.69400000001,2,40.5869999999996,0,0,6,73.3760000000039,3,53.3180000000066,6,73.3760000000039,0,0,0,0,10,168.090000000004,0,0,0,0,253.610000000008,54,34,8,15,27,8,15,64,1677.09771489376,315.548999999992,13,5,16.0939999999973,1,2,27.008123783223,41.5796473054781,43.5744729065961,0.401503411514577,0.128623446754706,74,"8P26900","8P14994",13,2,174.727999999996,53.7920000000013,0.650881861329812,0.257188483127286,9,4,0,2,128.571000000004,46.1569999999919,0,53.7920000000013,0.430197580847514,0.220684280482298,0,0.257188483127286,2,0,7,4,30.0040000000008,0,98.5670000000027,46.1569999999919,30.0040000000008,144.723999999995,0,0,1,1,3,3,0,0,2,2,100.262000000002,100.262000000002,0,0,60.3190000000032,60.3190000000032,74,129,95,1942,5,1,8,-4.93840761141713,0,0,1,0.181818181818182,0.181818181818182,11,1,0,0
"8P14994","2022",5,2,"91_3","000724DE7B","3down","RW",4,7,"Flenstad",2,"B","F","J",28.2,"28.1",8.52100000001519,4,46.1569999999919,4,6.4429999999993,1,39.7139999999926,3,0,0,53.7920000000013,2,0,0,0,0,1.99400000000606,2,0,0,0,0,33.7969999999987,1,4,46.1569999999919,2,53.7920000000013,0,0,3,39.7139999999926,0,0,4,46.1569999999919,2,53.7920000000013,1,5.39899999999761,0,0,2,34.314999999995,0,0,163.853999999978,35,9,11,8,9,11,8,89,2358.79786056133,209.153999999988,10,4,31.8029999999999,2,1,27.008123783223,42.0207212449987,47.3397399062805,0.220684280482298,0.257188483127286,95,"8P14927","8P26900",18,2,255.265000000014,40.5869999999996,0.831700992362091,0.128623446754706,9,9,2,0,126.69400000001,128.571000000004,40.5869999999996,0,0.401503411514577,0.430197580847514,0.128623446754706,0,3,2,6,7,53.3180000000066,30.0040000000008,73.3760000000039,98.5670000000027,83.3220000000074,171.943000000007,0,0,0,0,10,10,0,0,0,0,221.408000000011,221.408000000011,0,0,0,0,95,74,129,1942,5,1,8,-4.93840761141713,0,0,1,0.333333333333333,0.333333333333333,6,1,0,0
"8P26900","2022",5,2,"91_3","00072504CD","3down","RW",4,7,"Flenstad",2,"D","M","Water_faucet",30.6,"30.3",20.2839999999997,10,128.571000000004,9,50.760000000002,5,77.8110000000015,4,45.7479999999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,128.571000000004,0,0,0,0,4,77.8110000000015,2,30.0040000000008,7,98.5670000000027,0,0,1,6.97699999999895,3,70.2580000000016,0,0,2,53.3420000000042,212.161000000007,45,37,0,16,27,0,16,63,1581.35705497222,298.865000000027,18,10,64.3099999999977,3,3,27.2616342267802,42.0207212449987,43.5744729065961,0.430197580847514,0,129,"8P14994","8P14927",13,4,172.851000000002,94.3790000000009,0.622187691996875,0.385811929881992,4,9,2,2,46.1569999999919,126.69400000001,53.7920000000013,40.5869999999996,0.220684280482298,0.401503411514577,0.257188483127286,0.128623446754706,0,3,4,6,0,53.3180000000066,46.1569999999919,73.3760000000039,53.3180000000066,119.532999999996,2,2,1,1,0,0,2,2,0,0,0,0,88.1069999999963,88.1069999999963,5.39899999999761,5.39899999999761,129,95,74,1942,5,1,8,-2.93840761141713,0,0,1,0,0,9,0,0,0
"8P14996","2023",54,2,"920_1","000724BF5E","1down","CdG",4,5,"Flenstad",2,"H","M","Ghost",30.5,"29",10.036,5,15.702,2,15.702,2,0,0,16.37,1,98.023,8,63.337,6,0,0,20.589,7,35.305,3,0,0,34.686,2,2,15.702,8,98.023,1,8.511,0,0,0,0,2,15.702,1,7.994,0,0,0,0,2,40.94,0,0,170.231,36,6,21,0,3,22,0,65,1648.03223601803,187.964,8,3,69.3000000000029,1,1,16.4804146964497,14.8438115194501,19.2740245835607,0.0835372730948479,0.521498797642102,96,"8P26898","8P31183",4,8,81.789,292.124,0.371334395728626,1.1874086495875,4,0,5,3,81.789,0,79.899,212.225,0.371334395728626,0,0.362753510671625,0.824655138915873,1,0,3,0,63.004,0,18.785,0,63.004,18.785,0,0,0,0,5,5,0,0,0,0,125.071,125.071,0,0,0,0,96,127,220,1959,53,1,1,1.06159238858287,1,1,0,0.8,0.8,10,0,1,0
"8P26898","2023",54,2,"920_1","000724CD88","1down","CdG",4,6,"Flenstad",2,"J","F","Lemur",28.4,"27.1",1.032,1,81.789,4,6.39,1,75.399,3,8.096,1,79.899,5,47.741,3,0,0,5.087,2,8.096,1,0,0,32.158,2,4,81.789,5,79.899,0,0,3,75.399,1,63.004,3,18.785,0,0,0,0,5,62.067,0,0,0,0,203.304,43,19,17,16,17,17,16,55,874.862237344301,220.257,7,4,294.220000000001,2,2,16.4804146964497,15.3454417015665,18.534469123511,0.371334395728626,0.362753510671625,127,"8P31183","8P14996",2,11,15.702,310.248,0.0835372730948479,1.34615393655797,0,2,3,8,0,15.702,212.225,98.023,0,0.0835372730948479,0.824655138915873,0.521498797642102,0,0,0,2,0,0,0,15.702,0,15.702,1,1,0,0,0,0,1,1,0,0,0,0,43.879,43.879,0,0,127,220,96,1959,53,1,1,4.06159238858287,1,1,0,0.555555555555556,0.555555555555556,9,0,1,1
"8P31183","2023",54,2,"920_1","000724F7AE","1down","CdG",4,5,"Flenstad",2,"K","F","J",29.1,"26.6",7.104,2,0,0,0,0,0,0,11.126,1,212.225,3,209.329,2,32.753,1,1.041,1,0,0,0,0,2.896,1,0,0,3,212.225,0,0,0,0,0,0,0,0,1,32.753,0,0,0,0,1,11.126,0,0,236.694,50,2,45,0,0,45,0,22,517.305461774203,257.35,7,3,339.599999999999,3,3,15.666587004226,14.8438115194501,18.534469123511,0,0.824655138915873,220,"8P14996","8P26898",6,13,97.491,177.922,0.454871668823474,0.884252308313726,2,4,8,5,15.702,81.789,98.023,79.899,0.0835372730948479,0.371334395728626,0.521498797642102,0.362753510671625,0,1,2,3,0,63.004,15.702,18.785,63.004,34.487,1,1,0,0,0,0,2,2,0,0,0,0,48.934,48.934,0,0,220,96,127,1959,53,1,1,6.06159238858287,1,1,0,1,1,3,0,0,0
"8P11558","2023",54,2,"920_2","000724CC0F","5down","CdG",4,6,"Flenstad",2,"I","M","Footballer",30.2,"28",1.312,1,0,0,0,0,0,0,9.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.323,34,1,0,0,0,0,2,157,5393.00120179056,251.172,9,7,104.730000000003,1,1,39.3405726683675,37.0863610813891,14.266977831416,0,0,47,"8P31179","8P14994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,219,95,1960,53,1,20,-6.93840761141713,1,1,0,1,1,0,0,0,0
"8P14994","2023",54,2,"920_2","000724DE7B","5down","CdG",4,5,"Flenstad",2,"L","F","Water_faucet",28,"28.2",8.78,6,0,0,0,0,0,0,0,0,0,0,6.451,2,0,0,4.167,4,0,0,0.962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.431,1,0,0,0,0,0,0,34,958.306558119975,41.426,3,0,782.400000000001,2,3,41.5809188171782,37.0863610813891,18.4316664632797,0,0,95,"8P11558","8P31179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,47,219,1960,53,1,20,-6.93840761141713,1,1,0,1,1,0,0,1,0
"8P31179","2023",54,2,"920_2","000724CD8F","5down","CdG",4,6,"Flenstad",2,"G","M","Yoga",28.3,"25.9",0,0,0,0,0,0,0,0,0,0,0,0,13.006,2,0,0,0.951,1,0,0,1.221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.739,5,0,0,0,0,0,0,41,1101.4119321113,63.618,9,1,782.959999999999,3,2,39.3405726683675,41.4713042879139,18.4316664632797,0,0,219,"8P14994","8P11558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,95,47,1960,53,1,20,-6.93840761141713,1,1,0,1,1,0,0,0,0
"8P14994","2023",54,2,"921_3","000724DE7B","1up","CdG",4,6,"Flenstad",2,"L","F","Water_faucet",28,"28.2",6.089,3,198.443,7,15.631,2,182.812,5,69.485,3,171.864,6,165.314,5,0,0,0.33,1,40.773,1,0,0,6.55,1,7,198.443,6,171.864,1,7.827,5,182.812,1,74.584,6,123.859,1,6.55,0,0,6,105.885,6,192.846,0,0,417.712,89,57,36,39,42,38,39,78,1916.91326834469,443.965,6,2,35.9100000000035,1,2,21.8841493907166,24.7556806536961,16.9891707224676,0.44697892851914,0.38711159663487,95,"8P31183","8P14996",7,14,108.492,204.394,0.2932374722958,0.450116988834178,0,7,7,7,0,108.492,156.571,47.823,0,0.2932374722958,0.320858650545622,0.129258338288556,0,1,0,6,0,19.998,0,88.494,19.998,88.494,1,1,0,0,0,0,4,4,0,0,0,0,102.295,102.295,0,0,95,220,96,1961,53,1,2,7.06159238858287,1,1,0,0.461538461538462,0.461538461538462,13,0,1,0
"8P14996","2023",54,2,"921_3","000724BF5E","1up","CdG",4,6,"Flenstad",2,"H","M","Ghost",30.5,"29",10.497,5,108.492,7,13.746,2,94.746,5,17.883,1,47.823,7,43.154,6,0,0,22.002,10,14.417,1,0,0,4.669,1,7,108.492,7,47.823,4,64.514,5,94.746,1,19.998,6,88.494,0,0,1,22.607,7,87.993,0,0,1,17.883,234.556,50,27,10,20,23,24,20,116,3054.31934330098,369.98,15,6,91.8700000000026,2,1,21.8841493907166,22.5726889851881,16.6516607160979,0.2932374722958,0.129258338288556,96,"8P14994","8P31183",7,13,198.443,328.435,0.44697892851914,0.707970247180492,7,0,6,7,198.443,0,171.864,156.571,0.44697892851914,0,0.38711159663487,0.320858650545622,1,0,6,0,74.584,0,123.859,0,74.584,123.859,1,1,0,0,6,6,6,6,0,0,180.469,180.469,199.396,199.396,0,0,96,95,220,1961,53,1,2,6.06159238858287,1,1,0,0.5,0.5,14,0,1,0
"8P31183","2023",54,2,"921_3","000724F7AE","1up","CdG",4,6,"Flenstad",2,"K","F","J",29.1,"26.6",15.566,5,0,0,0,0,0,0,250.95,2,156.571,7,156.571,7,37.144,2,7.884,5,0,0,0,0,0,0,0,0,7,156.571,0,0,0,0,0,0,0,0,1,23.258,0,0,0,0,4,79.037,0,0,142.446,30,53,33,0,0,33,0,43,991.430642879104,487.975,9,5,92.25,3,3,21.1653081076638,22.5726889851881,16.9891707224676,0,0.320858650545622,220,"8P14996","8P14994",14,13,306.935,219.687,0.74021640081494,0.516369934923426,7,7,7,6,108.492,198.443,47.823,171.864,0.2932374722958,0.44697892851914,0.129258338288556,0.38711159663487,1,1,6,6,19.998,74.584,88.494,123.859,94.582,212.353,0,0,1,1,7,7,0,0,1,1,107.991,107.991,0,0,40.49,40.49,220,96,95,1961,53,1,2,6.06159238858287,1,1,0,1,1,7,0,0,0
